169,23-06-2011,2011-2012,2011-2012,AIE,RCPT,885687,11COMMBA101011,11COMMBA101011,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,102,Security Fee,0,10000,0,0,0,0,0,0,0,
170,24-06-2011,2011-2012,2011-2012,AIE,RCPT,896657,11CETBT101022,11CETBT101022,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,115,TUITION FEE,0,128000,0,0,0,0,0,0,0,
171,24-06-2011,2011-2012,2011-2012,AIE,RCPT,896657,11CETBT101022,11CETBT101022,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,115,Security Fee,0,10000,0,0,0,0,0,0,0,
172,24-06-2011,2011-2012,2011-2012,AIE,RCPT,898237,11CCICMCA102004,11CCICMCA102004,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,112,TUITION FEE,0,92000,0,0,0,0,0,0,0,
173,24-06-2011,2011-2012,2011-2012,AIE,RCPT,898237,11CCICMCA102004,11CCICMCA102004,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,112,Security Fee,0,10000,0,0,0,0,0,0,0,
174,24-06-2011,2011-2012,2011-2012,AIE,RCPT,885672,11COMMBA101013,11COMMBA101013,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,114,TUITION FEE,0,128000,0,0,0,0,0,0,0,
175,24-06-2011,2011-2012,2011-2012,AIE,RCPT,885672,11COMMBA101013,11COMMBA101013,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,114,Security Fee,0,10000,0,0,0,0,0,0,0,
176,24-06-2011,2011-2012,2011-2012,AIE,RCPT,889408,11CETBT105012,11CETBT105012,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,111,TUITION FEE,0,128000,0,0,0,0,0,0,0,
177,24-06-2011,2011-2012,2011-2012,AIE,RCPT,889408,11CETBT105012,11CETBT105012,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,111,Security Fee,0,10000,0,0,0,0,0,0,0,
178,24-06-2011,2011-2012,2011-2012,AIE,RCPT,889397,11CETBT105014,11CETBT105014,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,118,TUITION FEE,0,53000,0,0,0,0,0,0,0,
179,24-06-2011,2011-2012,2011-2012,AIE,RCPT,889403,11CETBT105013,11CETBT105013,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,113,TUITION FEE,0,128000,0,0,0,0,0,0,0,
180,24-06-2011,2011-2012,2011-2012,AIE,RCPT,889403,11CETBT105013,11CETBT105013,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,113,Security Fee,0,10000,0,0,0,0,0,0,0,
181,24-06-2011,2011-2012,2011-2012,AIE,RCPT,889398,11CETBT105014,11CETBT105014,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,116,TUITION FEE,0,75000,0,0,0,0,0,0,0,
182,24-06-2011,2011-2012,2011-2012,AIE,RCPT,889398,11CETBT105014,11CETBT105014,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,116,Security Fee,0,10000,0,0,0,0,0,0,0,
183,25-06-2011,2011-2012,2011-2012,AIE,RCPT,889396,11CETBT105015,11CETBT105015,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3002,TUITION FEE,0,10000,0,0,0,0,0,0,0,
184,25-06-2011,2011-2012,2011-2012,AIE,RCPT,889396,11CETBT105015,11CETBT105015,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3002,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
185,25-06-2011,2011-2012,2011-2012,AIE,RCPT,889385,11CETBT105016,11CETBT105016,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,124,TUITION FEE,0,128000,0,0,0,0,0,0,0,
186,25-06-2011,2011-2012,2011-2012,AIE,RCPT,889385,11CETBT105016,11CETBT105016,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,124,Security Fee,0,10000,0,0,0,0,0,0,0,
187,25-06-2011,2011-2012,2011-2012,AIE,RCPT,889394,11CETBT105015,11CETBT105015,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3001,TUITION FEE,0,118000,0,0,0,0,0,0,0,
188,25-06-2011,2011-2012,2011-2012,AIE,RCPT,889394,11CETBT105015,11CETBT105015,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3001,Security Fee,0,10000,0,0,0,0,0,0,0,
189,25-06-2011,2011-2012,2011-2012,AIE,RCPT,896649,11CETBT101023,11CETBT101023,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,123,TUITION FEE,0,128000,0,0,0,0,0,0,0,
190,25-06-2011,2011-2012,2011-2012,AIE,RCPT,896649,11CETBT101023,11CETBT101023,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,123,Security Fee,0,10000,0,0,0,0,0,0,0,
191,25-06-2011,2011-2012,2011-2012,AIE,RCPT,896641,11CETBT101025,11CETBT101025,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2833,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
192,25-06-2011,2011-2012,2011-2012,AIE,RCPT,896640,11CETBT101025,11CETBT101025,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,126,TUITION FEE,0,128000,0,0,0,0,0,0,0,
193,25-06-2011,2011-2012,2011-2012,AIE,RCPT,896640,11CETBT101025,11CETBT101025,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,126,Security Fee,0,10000,0,0,0,0,0,0,0,
194,25-06-2011,2011-2012,2011-2012,AIE,RCPT,896647,11CETBT101024,11CETBT101024,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2831,TUITION FEE,0,128000,0,0,0,0,0,0,0,
195,25-06-2011,2011-2012,2011-2012,AIE,RCPT,896647,11CETBT101024,11CETBT101024,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2831,Security Fee,0,10000,0,0,0,0,0,0,0,
196,25-06-2011,2011-2012,2011-2012,AIE,RCPT,898232,11CCICMCA102005,11CCICMCA102005,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,120,TUITION FEE,0,92000,0,0,0,0,0,0,0,
197,25-06-2011,2011-2012,2011-2012,AIE,RCPT,898232,11CCICMCA102005,11CCICMCA102005,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,120,Security Fee,0,10000,0,0,0,0,0,0,0,
198,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885653,11COMMBA101017,11COMMBA101017,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,160,TUITION FEE,0,128000,0,0,0,0,0,0,0,
199,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885653,11COMMBA101017,11COMMBA101017,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,160,Security Fee,0,10000,0,0,0,0,0,0,0,
200,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885651,11COMMBA101018,11COMMBA101018,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,179,TUITION FEE,0,128000,0,0,0,0,0,0,0,
201,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885651,11COMMBA101018,11COMMBA101018,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,179,Security Fee,0,10000,0,0,0,0,0,0,0,
202,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885662,11COMMBA101016,11COMMBA101016,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,3083,TUITION FEE,0,72900,0,0,0,0,0,0,0,
203,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885662,11COMMBA101016,11COMMBA101016,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,3083,Security Fee,0,10000,0,0,0,0,0,0,0,
204,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885663,11COMMBA101016,11COMMBA101016,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,3084,TUITION FEE,0,55100,0,0,0,0,0,0,0,
205,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885663,11COMMBA101016,11COMMBA101016,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,3084,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
206,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885666,11COMMBA101015,11COMMBA101015,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,152,TUITION FEE,0,102400,0,0,0,0,0,0,0,
207,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885666,11COMMBA101015,11COMMBA101015,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,152,Security Fee,0,10000,0,0,0,0,0,0,0,
208,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885649,11COMMBA101019,11COMMBA101019,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,177,TUITION FEE,0,128000,0,0,0,0,0,0,0,
209,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885649,11COMMBA101019,11COMMBA101019,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,177,Security Fee,0,10000,0,0,0,0,0,0,0,
210,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885647,11COMMBA101020,11COMMBA101020,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,180,TUITION FEE,0,128000,0,0,0,0,0,0,0,
211,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885647,11COMMBA101020,11COMMBA101020,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,180,Security Fee,0,10000,0,0,0,0,0,0,0,
212,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898222,11CCICMCA102007,11CCICMCA102007,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,157,TUITION FEE,0,92000,0,0,0,0,0,0,0,
213,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898222,11CCICMCA102007,11CCICMCA102007,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,157,Security Fee,0,10000,0,0,0,0,0,0,0,
214,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898228,11CCICMCA102006,11CCICMCA102006,No Information,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,156,TUITION FEE,0,92000,0,0,0,0,0,0,0,
215,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898228,11CCICMCA102006,11CCICMCA102006,No Information,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,156,Security Fee,0,10000,0,0,0,0,0,0,0,
216,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898210,11CCICMCA102008,11CCICMCA102008,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,158,TUITION FEE,0,92000,0,0,0,0,0,0,0,
217,27-06-2011,2011-2012,2011-2012,AIE,RCPT,898210,11CCICMCA102008,11CCICMCA102008,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,158,Security Fee,0,10000,0,0,0,0,0,0,0,
218,27-06-2011,2011-2012,2011-2012,AIE,RCPT,886473,11COMBB101008,11COMBB101008,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,131,TUITION FEE,0,55000,0,0,0,0,0,0,0,
219,27-06-2011,2011-2012,2011-2012,AIE,RCPT,886473,11COMBB101008,11COMBB101008,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,131,Security Fee,0,10000,0,0,0,0,0,0,0,
220,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889384,11CETBT105017,11CETBT105017,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3005,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
221,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885668,11COMMBA101014,11COMMBA101014,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,137,TUITION FEE,0,49000,0,0,0,0,0,0,0,
222,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885670,11COMMBA101014,11COMMBA101014,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,135,TUITION FEE,0,39000,0,0,0,0,0,0,0,
223,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885670,11COMMBA101014,11COMMBA101014,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,135,Security Fee,0,10000,0,0,0,0,0,0,0,
224,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889370,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,150,TUITION FEE,0,18000,0,0,0,0,0,0,0,
225,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889371,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,148,TUITION FEE,0,40000,0,0,0,0,0,0,0,
226,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889369,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,149,TUITION FEE,0,40000,0,0,0,0,0,0,0,
227,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889350,11CETBT105019,11CETBT105019,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,153,TUITION FEE,0,128000,0,0,0,0,0,0,0,
228,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889350,11CETBT105019,11CETBT105019,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,153,Security Fee,0,10000,0,0,0,0,0,0,0,
229,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889342,11CETBT105020,11CETBT105020,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,161,TUITION FEE,0,128000,0,0,0,0,0,0,0,
230,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889342,11CETBT105020,11CETBT105020,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,161,Security Fee,0,10000,0,0,0,0,0,0,0,
231,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889372,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,147,TUITION FEE,0,30000,0,0,0,0,0,0,0,
232,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889372,11CETBT105018,11CETBT105018,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,147,Security Fee,0,10000,0,0,0,0,0,0,0,
233,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889383,11CETBT105017,11CETBT105017,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3003,TUITION FEE,0,128000,0,0,0,0,0,0,0,
234,27-06-2011,2011-2012,2011-2012,AIE,RCPT,889383,11CETBT105017,11CETBT105017,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3003,Security Fee,0,10000,0,0,0,0,0,0,0,
235,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893451,11CETBT102011,11CETBT102011,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2894,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
236,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896625,11CETBT101027,11CETBT101027,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,133,TUITION FEE,0,128000,0,0,0,0,0,0,0,
237,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896625,11CETBT101027,11CETBT101027,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,133,Security Fee,0,10000,0,0,0,0,0,0,0,
238,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893450,11CETBT102011,11CETBT102011,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2893,TUITION FEE,0,128000,0,0,0,0,0,0,0,
239,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893450,11CETBT102011,11CETBT102011,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2893,Security Fee,0,10000,0,0,0,0,0,0,0,
240,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893437,11CETBT102012,11CETBT102012,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,167,TUITION FEE,0,118000,0,0,0,0,0,0,0,
241,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893437,11CETBT102012,11CETBT102012,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,167,Security Fee,0,10000,0,0,0,0,0,0,0,
242,27-06-2011,2011-2012,2011-2012,AIE,RCPT,893436,11CETBT102012,11CETBT102012,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,169,TUITION FEE,0,10000,0,0,0,0,0,0,0,
243,27-06-2011,2011-2012,2011-2012,AIE,RCPT,885669,11COMMBA101014,11COMMBA101014,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,138,TUITION FEE,0,40000,0,0,0,0,0,0,0,
244,27-06-2011,2011-2012,2011-2012,AIE,RCPT,886472,11COMBB101008,11COMBB101008,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,132,TUITION FEE,0,10000,0,0,0,0,0,0,0,
245,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896602,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3098,TUITION FEE,0,35000,0,0,0,0,0,0,0,
246,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896602,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3098,Security Fee,0,10000,0,0,0,0,0,0,0,
247,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896739,11CETBT101015,11CETBT101015,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2828,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
248,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896632,11CETBT101026,11CETBT101026,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,129,TUITION FEE,0,128000,0,0,0,0,0,0,0,
249,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896632,11CETBT101026,11CETBT101026,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,129,Security Fee,0,10000,0,0,0,0,0,0,0,
250,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896599,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3100,TUITION FEE,0,38000,0,0,0,0,0,0,0,
251,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896600,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3099,TUITION FEE,0,45000,0,0,0,0,0,0,0,
252,27-06-2011,2011-2012,2011-2012,AIE,SCHOLARSHIP,615803,11COMMBA101015,11COMMBA101015,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,0,0,0,25600,0,0,0,0,0,
253,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896601,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3101,TUITION FEE,0,10000,0,0,0,0,0,0,0,
254,27-06-2011,2011-2012,2011-2012,AIE,RCPT,896603,11CETBT101030,11CETBT101030,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,3104,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
